entry_pct,exit_pct,dca_days,return_pct,max_dd_pct,num_trades
0.0,-0.02,504,,,
0.0,-0.01,504,,,
0.0,0.0,504,391528.28328985535,-71.08577222622715,1848.0
0.0,0.01,504,118851.80809472226,-71.08577222622715,1741.0
0.0,0.02,504,65786.6781072765,-74.58177831263394,1646.0
0.0,0.03,504,42255.278422525225,-74.58177831263394,1591.0
0.0,0.04,504,13983.816271652575,-79.69055686794296,1538.0
0.0,0.05,504,16082.161626188545,-80.53241196198968,1427.0
0.01,-0.02,504,,,
0.01,-0.01,504,899092.9748520895,-71.08577222622715,2018.0
0.01,0.0,504,224774.18547415087,-71.08577222622715,1915.0
0.01,0.01,504,88911.43186494721,-71.08577222622715,1821.0
0.01,0.02,504,41423.97628935621,-74.58177831263394,1744.0
0.01,0.03,504,55457.231404075676,-74.58177831263394,1679.0
0.01,0.04,504,21295.133907648386,-77.12067744373321,1638.0
0.01,0.05,504,26841.664901661086,-75.87033699050994,1504.0
0.02,-0.02,504,1116613.5968412913,-71.08577222622715,2186.0
0.02,-0.01,504,402465.18736250274,-71.08577222622715,2076.0
0.02,0.0,504,124860.46031946345,-71.08577222622715,1981.0
